Flap Position,Flap Angle,alpha,CL,Cm,CD,CL/CD,dCm/dalpha,Static Margin,Cm<0,dCm/da<0,SM>0,All Stable
0.0,6,2.7,0.7023,-0.4844,0.03524,19.929,-0.04033,0.2015,True,True,True,True
0.0,8,2.3,0.7272,-0.6304,0.0365,19.923,-0.07032,1.4522,True,True,True,True
0.65,0,6.3,1.0319,-0.1294,0.05181,19.92,-0.1359,0.7017,True,True,True,True
0.0,6,3.3,0.784,-0.5319,0.03942,19.888,-0.04018,0.2103,True,True,True,True
0.0,6,3.4,0.784,-0.5319,0.03942,19.888,-0.06232,0.7231,True,True,True,True
0.75,10,2.2,0.7147,-0.717,0.03595,19.883,-0.04151,0.2917,True,True,True,True
0.65,8,2.0,0.6935,-0.6439,0.03489,19.876,-0.01439,0.1385,True,True,True,True
0.0,4,5.2,0.9013,-0.4655,0.04535,19.876,-0.11158,0.6114,True,True,True,True
0.0,4,5.1,0.9013,-0.4545,0.04535,19.876,-0.05495,27.9013,True,True,True,True
0.65,6,4.0,0.8574,-0.581,0.04314,19.874,-0.07756,5.6461,True,True,True,True
0.75,2,6.0,0.9859,-0.2664,0.04961,19.871,-0.00438,0.1569,True,True,True,True
0.75,10,0.9,0.5628,-0.6463,0.02832,19.87,-0.09599,0.7359,True,True,True,True
0.75,2,5.8,0.9859,-0.2666,0.04963,19.866,-0.21339,0.8768,True,True,True,True
0.7,2,5.8,0.9886,-0.2828,0.04978,19.861,-0.21921,0.9442,True,True,True,True
0.75,10,1.2,0.6009,-0.6665,0.03025,19.861,-0.01347,0.0646,True,True,True,True
0.75,2,6.2,0.9915,-0.2672,0.04993,19.858,-0.13508,0.6008,True,True,True,True
0.75,2,6.1,0.9915,-0.2672,0.04993,19.858,-0.00438,0.1569,True,True,True,True
0.75,8,3.1,0.768,-0.6407,0.0387,19.846,-0.16253,3.0134,True,True,True,True
0.0,0,6.3,1.0065,-0.1185,0.05074,19.836,-0.14385,0.5434,True,True,True,True
0.0,0,6.7,1.0065,-0.1185,0.05074,19.836,-0.03639,0.0955,True,True,True,True
0.65,2,6.2,0.9951,-0.2966,0.05018,19.829,-0.12839,0.534,True,True,True,True
0.65,0,6.7,1.0322,-0.1293,0.05208,19.818,-0.03673,0.1261,True,True,True,True
0.65,2,5.9,0.9936,-0.2963,0.05015,19.813,-0.00468,0.4843,True,True,True,True
0.65,2,6.0,0.9949,-0.2966,0.05022,19.812,-0.00166,0.2617,True,True,True,True
0.65,2,5.8,0.993,-0.2957,0.05015,19.8,-0.23774,1.0032,True,True,True,True
0.7,2,6.2,0.9894,-0.2828,0.05002,19.78,-0.12324,0.5406,True,True,True,True
0.0,2,5.8,0.9576,-0.2827,0.04841,19.78,-0.20339,0.8549,True,True,True,True
0.0,6,4.0,0.8578,-0.573,0.04344,19.745,-0.08246,26.9545,True,True,True,True
0.0,2,6.2,0.9576,-0.2827,0.04851,19.739,-0.13331,0.4387,True,True,True,True
0.7,8,-0.7,0.4157,-0.4641,0.02107,19.734,-0.11011,0.3662,True,True,True,True
0.75,8,-0.7,0.4049,-0.4011,0.02053,19.727,-0.08669,0.3054,True,True,True,True
0.0,8,2.8,0.7719,-0.7172,0.03913,19.726,-0.08404,0.6056,True,True,True,True
0.0,8,1.2,0.6042,-0.6271,0.03066,19.705,-0.12692,0.698,True,True,True,True
0.75,10,1.4,0.641,-0.6674,0.03254,19.697,-0.10056,1.445,True,True,True,True
0.0,0,6.8,1.0827,-0.1258,0.05497,19.695,-0.03639,0.0955,True,True,True,True
0.0,0,7.2,1.0824,-0.1326,0.05497,19.692,-0.15498,0.5359,True,True,True,True
0.75,10,1.5,0.6393,-0.6881,0.0325,19.67,-0.10312,73.8359,True,True,True,True
0.75,8,-0.4,0.409,-0.4226,0.0208,19.663,-0.04878,12.3059,True,True,True,True
0.7,6,4.5,0.9024,-0.5761,0.0459,19.659,-0.0617,3.9027,True,True,True,True
0.7,10,1.8,0.7122,-0.7639,0.03625,19.647,-0.11845,0.6561,True,True,True,True
0.7,8,-0.6,0.4157,-0.4674,0.02116,19.647,-0.0562,9.6427,True,True,True,True
0.7,10,1.9,0.7122,-0.8013,0.03625,19.645,-0.30358,1160.5439,True,True,True,True
0.75,4,5.5,0.9616,-0.4066,0.04896,19.639,-0.00053,0.1658,True,True,True,True
0.7,8,-0.4,0.4194,-0.4919,0.02136,19.636,-0.10218,6.2008,True,True,True,True
0.75,8,-0.6,0.4049,-0.4072,0.02062,19.634,-0.02855,4.7948,True,True,True,True
0.75,8,-0.5,0.4061,-0.4068,0.02069,19.628,-0.077,3.7713,True,True,True,True
0.65,6,4.2,0.8608,-0.5963,0.04386,19.627,-0.0045,0.023,True,True,True,True
0.65,6,4.1,0.8602,-0.5965,0.04384,19.619,-0.07663,4.5342,True,True,True,True
0.65,8,-0.7,0.4227,-0.5073,0.02156,19.612,-0.0622,0.2029,True,True,True,True
0.75,8,3.8,0.8725,-0.6698,0.04449,19.61,-0.02766,0.1525,True,True,True,True
0.65,8,2.4,0.7333,-0.6624,0.0374,19.607,-0.36983,49.9109,True,True,True,True
0.65,8,2.5,0.7348,-0.7155,0.03748,19.605,-0.28817,2.2596,True,True,True,True
0.75,10,2.4,0.7417,-0.7253,0.03783,19.604,-0.15015,19.1253,True,True,True,True
0.7,6,4.4,0.9024,-0.5631,0.04604,19.602,-0.08637,1.1841,True,True,True,True
0.75,10,2.3,0.7417,-0.7253,0.03784,19.602,-0.04114,0.3054,True,True,True,True
0.75,10,0.6,0.5323,-0.6284,0.02717,19.59,-0.00553,1.1558,True,True,True,True
0.7,8,3.1,0.7849,-0.7179,0.04007,19.59,-0.14114,2.426,True,True,True,True
0.75,10,0.5,0.5327,-0.6297,0.0272,19.586,-0.03933,0.4806,True,True,True,True
0.75,8,3.6,0.8211,-0.6541,0.04195,19.574,-0.05184,0.6948,True,True,True,True
0.75,8,3.5,0.8211,-0.6544,0.04195,19.574,-0.00995,1.8093,True,True,True,True
0.7,10,0.8,0.5738,-0.7423,0.02931,19.573,-0.05521,0.3906,True,True,True,True
0.75,4,5.6,0.9622,-0.4067,0.04916,19.572,-0.00053,0.1658,True,True,True,True
0.75,10,1.3,0.6254,-0.6679,0.03199,19.554,-0.00441,0.022,True,True,True,True
0.65,8,2.9,0.7912,-0.738,0.04047,19.55,-0.07973,5.0008,True,True,True,True
0.65,6,4.6,0.908,-0.6063,0.04645,19.55,-0.00811,8.2628,True,True,True,True
0.65,6,4.5,0.9078,-0.6053,0.04644,19.548,-0.04591,10.5344,True,True,True,True
0.75,8,3.4,0.82,-0.6521,0.04195,19.547,-0.07341,2.1519,True,True,True,True
0.75,4,5.7,0.9622,-0.4067,0.04924,19.54,-0.15377,0.554,True,True,True,True
0.75,4,5.3,0.9574,-0.4066,0.049,19.538,-0.06324,0.2805,True,True,True,True
0.65,8,3.0,0.7911,-0.7392,0.04051,19.529,-0.17046,18.5496,True,True,True,True
0.7,8,-0.5,0.4169,-0.4753,0.02135,19.526,-0.12255,6.6709,True,True,True,True
0.0,6,4.3,0.8919,-0.5909,0.04574,19.498,-0.0111,0.0545,True,True,True,True
0.65,6,4.4,0.9072,-0.5972,0.04653,19.496,-0.03981,0.9313,True,True,True,True
0.7,4,5.5,0.9693,-0.4478,0.04973,19.493,-0.01334,1.8552,True,True,True,True
0.75,8,4.1,0.8881,-0.6703,0.04556,19.493,-0.02102,0.2076,True,True,True,True
0.75,10,2.8,0.7936,-0.7733,0.04072,19.489,-0.05134,0.2413,True,True,True,True
0.7,4,5.7,0.9705,-0.4486,0.0498,19.488,-0.15313,0.5708,True,True,True,True
0.7,4,5.6,0.9703,-0.4486,0.04979,19.487,-0.00412,0.6837,True,True,True,True
0.0,6,3.2,0.7458,-0.5239,0.0383,19.473,-0.013,0.0631,True,True,True,True
0.75,10,2.9,0.7936,-0.7716,0.04075,19.472,-0.04207,2.5049,True,True,True,True
0.7,4,5.4,0.9689,-0.4459,0.04976,19.471,-0.00923,0.5109,True,True,True,True
0.65,8,-0.4,0.4251,-0.5351,0.02184,19.467,-0.06445,2.2144,True,True,True,True
0.0,8,2.0,0.6918,-0.6248,0.03554,19.465,-0.03905,0.3862,True,True,True,True
0.75,6,5.1,0.9491,-0.5609,0.04877,19.462,-0.0273,3.8139,True,True,True,True
0.75,10,2.0,0.6926,-0.7202,0.0356,19.453,-0.07655,0.7242,True,True,True,True
0.7,0,6.8,1.0897,-0.1327,0.05602,19.451,-0.03987,0.139,True,True,True,True
0.75,10,1.0,0.5837,-0.6644,0.03001,19.45,-0.09451,0.9024,True,True,True,True
0.75,0,7.2,1.0938,-0.1315,0.05624,19.449,-0.12146,0.3816,True,True,True,True
0.75,6,5.0,0.9487,-0.5603,0.0488,19.442,-0.00302,1.6334,True,True,True,True
0.75,6,4.9,0.9487,-0.5603,0.0488,19.442,-0.25172,6.336,True,True,True,True
0.75,10,1.1,0.5837,-0.6652,0.03003,19.441,-0.01071,0.1247,True,True,True,True
0.0,8,2.7,0.7474,-0.7146,0.03845,19.438,-0.01286,0.0999,True,True,True,True
0.7,10,0.9,0.5795,-0.7423,0.02982,19.434,-0.0875,0.5935,True,True,True,True
0.75,0,6.8,1.0853,-0.1243,0.05585,19.433,-0.03661,0.1269,True,True,True,True
0.7,10,1.2,0.6177,-0.7603,0.0318,19.429,-0.00985,0.0484,True,True,True,True
0.7,10,2.2,0.7347,-0.8262,0.03782,19.423,-0.00369,0.0276,True,True,True,True
0.65,8,3.2,0.8023,-0.7747,0.04131,19.422,-0.00305,0.0136,True,True,True,True
0.75,0,7.1,1.0844,-0.1315,0.05584,19.419,-0.03448,0.7591,True,True,True,True
0.7,0,7.2,1.0886,-0.1412,0.05606,19.419,-0.11804,0.4376,True,True,True,True
0.0,6,4.1,0.8584,-0.5895,0.04422,19.415,-0.08153,32.5839,True,True,True,True
0.7,6,4.8,0.9354,-0.567,0.04819,19.412,-0.20718,0.9577,True,True,True,True
0.0,6,4.2,0.8583,-0.5894,0.04422,19.412,-0.00667,0.0398,True,True,True,True
0.7,4,5.3,0.9657,-0.4459,0.04975,19.411,-0.04178,0.1916,True,True,True,True
0.75,8,4.0,0.8723,-0.6702,0.04494,19.411,-6e-05,0.0008,True,True,True,True
0.0,8,2.6,0.7462,-0.7146,0.03845,19.406,-0.0339,0.3355,True,True,True,True
0.75,10,0.7,0.5337,-0.6308,0.02751,19.397,-0.08417,0.6651,True,True,True,True
0.75,6,5.2,0.9502,-0.5657,0.04899,19.395,-0.03129,0.1572,True,True,True,True
0.75,10,0.1,0.4778,-0.6045,0.02464,19.394,-0.03017,2.0683,True,True,True,True
0.65,0,6.9,1.0905,-0.1367,0.05624,19.391,-0.0015,0.0446,True,True,True,True
0.65,0,7.0,1.0972,-0.137,0.05658,19.391,-0.03598,1.1194,True,True,True,True
0.65,0,6.8,1.0905,-0.1367,0.05624,19.391,-0.03673,0.1261,True,True,True,True
0.7,10,2.1,0.7334,-0.8262,0.03782,19.39,-0.00774,0.0692,True,True,True,True
0.65,0,7.2,1.0969,-0.1439,0.05658,19.388,-0.14031,0.5238,True,True,True,True
0.65,4,5.7,0.9763,-0.4701,0.05037,19.384,-0.14987,0.5579,True,True,True,True
0.75,8,3.3,0.8142,-0.6397,0.04201,19.381,-0.05845,0.273,True,True,True,True
0.7,8,3.6,0.835,-0.7232,0.04309,19.378,-0.07891,1.0343,True,True,True,True
0.75,10,-0.2,0.4773,-0.5991,0.02463,19.377,-0.03927,0.2047,True,True,True,True
0.7,8,-0.3,0.4202,-0.4957,0.02169,19.375,-0.04534,0.2035,True,True,True,True
0.75,8,4.2,0.8925,-0.6744,0.04608,19.369,-0.04917,0.3046,True,True,True,True
0.0,4,5.7,0.9399,-0.4768,0.04855,19.36,-0.14601,0.561,True,True,True,True
0.0,8,-0.4,0.4189,-0.5232,0.02165,19.354,-0.05871,2.3743,True,True,True,True
0.0,4,5.3,0.9378,-0.4768,0.04847,19.349,-0.05662,0.2958,True,True,True,True
0.75,10,0.3,0.4862,-0.6129,0.02513,19.346,-0.07587,0.4154,True,True,True,True
0.75,10,0.0,0.4765,-0.5993,0.02464,19.342,-0.02621,4.0789,True,True,True,True
0.65,8,-0.5,0.4224,-0.5337,0.02184,19.341,-0.12171,10.1403,True,True,True,True
0.75,10,0.2,0.4794,-0.6053,0.0248,19.335,-0.04163,0.9929,True,True,True,True
0.7,10,1.5,0.6588,-0.7693,0.03408,19.333,-0.03107,3.5566,True,True,True,True
0.7,8,3.8,0.8871,-0.7441,0.04589,19.331,-0.0368,0.2031,True,True,True,True
0.7,8,3.4,0.835,-0.7232,0.0432,19.327,-0.0436,1.5675,True,True,True,True
0.75,10,0.4,0.516,-0.6205,0.02672,19.306,-0.08406,0.3613,True,True,True,True
0.65,6,4.8,0.9436,-0.6019,0.04894,19.282,-0.23068,0.9382,True,True,True,True
0.7,6,5.1,0.9612,-0.6136,0.04988,19.27,-0.02287,0.7756,True,True,True,True
0.75,8,4.4,0.9243,-0.6949,0.04799,19.26,-0.07471,4.0867,True,True,True,True
0.65,4,5.3,0.9693,-0.4708,0.05036,19.249,-0.03752,0.16,True,True,True,True
0.7,10,1.4,0.6596,-0.7631,0.03428,19.238,-0.036,0.4778,True,True,True,True
0.7,10,0.6,0.5497,-0.7289,0.02858,19.234,-0.00514,1.9288,True,True,True,True
0.7,10,2.8,0.8122,-0.8679,0.04228,19.211,-0.06673,0.3155,True,True,True,True
0.0,6,4.6,0.8993,-0.6047,0.04682,19.208,-0.02487,25.3365,True,True,True,True
0.0,6,4.5,0.8991,-0.6033,0.04682,19.204,-0.06557,66.7929,True,True,True,True
0.65,8,-0.3,0.4282,-0.5466,0.0223,19.2,-0.08798,0.3756,True,True,True,True
0.7,10,2.9,0.8119,-0.8709,0.04229,19.2,-0.07891,5.1088,True,True,True,True
0.75,10,2.5,0.7432,-0.7554,0.03874,19.186,-0.16049,8.5315,True,True,True,True
0.7,10,1.1,0.6031,-0.7601,0.03144,19.184,-0.00223,0.0308,True,True,True,True
0.65,8,3.1,0.793,-0.7721,0.04134,19.181,-0.17748,3.1742,True,True,True,True
0.75,4,6.2,1.0237,-0.4627,0.05341,19.167,-0.16711,0.6734,True,True,True,True
0.75,8,4.3,0.9204,-0.6802,0.04802,19.166,-0.10269,0.6467,True,True,True,True
0.75,4,6.0,1.0177,-0.4372,0.05311,19.164,-0.01058,0.3636,True,True,True,True
0.75,4,6.1,1.0235,-0.4394,0.05341,19.163,-0.12745,4.2559,True,True,True,True
0.7,10,1.3,0.6437,-0.7621,0.03359,19.162,-0.01386,0.0663,True,True,True,True
0.75,4,5.8,1.0177,-0.4374,0.05313,19.155,-0.15278,0.5504,True,True,True,True
0.7,10,0.7,0.5512,-0.7313,0.02881,19.136,-0.06728,0.559,True,True,True,True
0.75,2,6.3,1.0364,-0.2943,0.05424,19.109,-0.13508,0.6008,True,True,True,True
0.7,10,2.4,0.7602,-0.8269,0.03978,19.108,-0.13219,12.8669,True,True,True,True
0.65,2,6.3,1.043,-0.3223,0.05459,19.108,-0.12839,0.5359,True,True,True,True
0.7,10,2.3,0.7602,-0.8269,0.03979,19.105,-0.00369,0.0289,True,True,True,True
0.7,2,6.4,1.035,-0.3074,0.05418,19.104,-0.00998,0.4849,True,True,True,True
0.7,2,6.3,1.035,-0.3074,0.05418,19.104,-0.12324,0.5406,True,True,True,True
0.7,6,5.2,0.9599,-0.6186,0.05026,19.099,-0.02689,0.147,True,True,True,True
0.0,6,4.8,0.9312,-0.6021,0.04876,19.097,-0.23522,1.0343,True,True,True,True
0.7,10,0.5,0.5507,-0.7303,0.02884,19.095,-0.04828,0.5942,True,True,True,True
0.7,10,1.0,0.6033,-0.7598,0.0316,19.092,-0.08873,0.7521,True,True,True,True
0.7,8,3.3,0.8294,-0.7148,0.04346,19.085,-0.03441,0.1697,True,True,True,True
0.7,4,5.8,1.024,-0.4792,0.05366,19.085,-0.15313,0.5728,True,True,True,True
0.7,2,6.7,1.0391,-0.3094,0.05445,19.083,-0.11684,0.4145,True,True,True,True
0.7,2,6.5,1.0391,-0.3094,0.05446,19.079,-0.00998,0.4849,True,True,True,True
0.0,8,2.5,0.7272,-0.7078,0.03812,19.078,-0.31702,3.3408,True,True,True,True
0.75,2,6.7,1.0352,-0.2964,0.05428,19.07,-0.11241,0.3994,True,True,True,True
0.0,6,4.4,0.8991,-0.5916,0.04716,19.064,-0.06209,1.7347,True,True,True,True
0.0,8,-0.3,0.4219,-0.5336,0.02214,19.057,-0.08267,0.3395,True,True,True,True
0.7,6,4.9,0.9484,-0.6169,0.0498,19.045,-0.23519,2.5327,True,True,True,True
0.7,4,6.1,1.0246,-0.4791,0.05382,19.037,-0.09855,87.5701,True,True,True,True
0.7,4,6.2,1.0249,-0.4989,0.05384,19.037,-0.12898,0.5504,True,True,True,True
0.75,10,-0.7,0.4283,-0.5695,0.0225,19.033,-0.03842,0.1429,True,True,True,True
0.65,8,3.8,0.8956,-0.7967,0.0471,19.015,-0.05832,0.3205,True,True,True,True
0.65,2,6.7,1.0432,-0.3223,0.05486,19.015,-0.10596,0.3701,True,True,True,True
0.7,10,2.0,0.7123,-0.8246,0.03748,19.003,-0.12414,1.17,True,True,True,True
0.7,10,0.1,0.4984,-0.7064,0.02623,19.0,-0.02712,4.1473,True,True,True,True
0.7,10,0.4,0.5335,-0.7192,0.02808,18.998,-0.06489,0.2927,True,True,True,True
0.7,10,-0.2,0.4981,-0.7015,0.02623,18.988,-0.07029,0.3631,True,True,True,True
0.65,8,3.6,0.8432,-0.7785,0.04443,18.979,-0.06158,0.7797,True,True,True,True
0.75,10,1.6,0.6413,-0.6881,0.03379,18.979,-0.02142,0.1607,True,True,True,True
0.0,2,6.3,1.0184,-0.3094,0.05367,18.976,-0.13331,0.4387,True,True,True,True
0.0,2,6.7,1.0184,-0.3094,0.0537,18.965,-0.10406,0.2753,True,True,True,True
0.75,10,3.8,0.8998,-0.7974,0.04745,18.962,-0.02729,0.1074,True,True,True,True
0.65,8,3.4,0.8433,-0.7783,0.04448,18.959,-0.03056,1.131,True,True,True,True
0.7,10,0.0,0.4972,-0.7017,0.02623,18.952,-0.02316,3.9617,True,True,True,True
0.0,10,0.8,0.586,-0.7919,0.03093,18.949,-0.05333,0.3443,True,True,True,True
0.7,8,4.2,0.904,-0.7453,0.04771,18.947,-0.02012,0.1711,True,True,True,True
0.65,4,6.2,1.032,-0.5242,0.05448,18.943,-0.13157,0.5507,True,True,True,True
0.75,8,3.7,0.836,-0.6648,0.04414,18.938,-0.07839,0.3051,True,True,True,True
0.65,4,5.9,1.0305,-0.5019,0.05443,18.933,-0.01255,1.4346,True,True,True,True
0.65,4,6.1,1.0318,-0.5026,0.0545,18.932,-0.10788,121.9196,True,True,True,True
0.65,4,6.0,1.0318,-0.5026,0.0545,18.932,-0.00333,0.4978,True,True,True,True
0.65,6,4.9,0.9572,-0.6531,0.05057,18.928,-0.24677,2.9859,True,True,True,True
0.65,4,5.8,1.03,-0.5001,0.05443,18.925,-0.1591,0.5877,True,True,True,True
0.65,10,0.8,0.5849,-0.8048,0.03091,18.923,-0.04714,0.3227,True,True,True,True
0.75,6,5.5,0.9994,-0.5879,0.05285,18.909,-0.10994,1.7954,True,True,True,True
0.7,10,-0.7,0.4466,-0.6482,0.02364,18.894,-0.05255,0.1797,True,True,True,True
0.7,10,0.3,0.5063,-0.7173,0.02681,18.886,-0.06042,0.3454,True,True,True,True
0.0,8,2.9,0.7752,-0.7314,0.04107,18.873,-0.07095,4.3532,True,True,True,True
0.0,8,3.0,0.7752,-0.7314,0.04107,18.873,-0.16238,24.1284,True,True,True,True
0.7,10,0.2,0.4985,-0.7071,0.02642,18.87,-0.05469,1.3856,True,True,True,True
0.75,6,5.4,0.9893,-0.5666,0.05244,18.866,-0.10406,1.9844,True,True,True,True
0.75,6,5.6,1.0015,-0.5886,0.05309,18.865,-0.02566,2.3768,True,True,True,True
0.7,8,4.4,0.9349,-0.7715,0.04957,18.86,-0.10497,1.8548,True,True,True,True
0.0,8,3.8,0.8953,-0.7917,0.04748,18.857,-0.06025,0.2758,True,True,True,True
0.75,6,5.3,0.9889,-0.5671,0.05247,18.846,-0.00431,0.022,True,True,True,True
0.0,2,7.2,1.094,-0.3302,0.0581,18.83,-0.27405,0.94,True,True,True,True
0.0,2,6.8,1.094,-0.3302,0.0581,18.83,-0.10406,0.2753,True,True,True,True
0.75,6,5.7,1.0016,-0.5931,0.0532,18.826,-0.04822,0.2089,True,True,True,True
0.65,10,1.9,0.7222,-0.8729,0.03838,18.82,-0.27596,8.0578,True,True,True,True
0.7,6,-1.2,0.3173,-0.2241,0.01687,18.805,-0.05898,0.2189,True,True,True,True
0.0,10,0.9,0.591,-0.7919,0.03145,18.791,-0.13039,0.9489,True,True,True,True
0.65,6,5.2,0.9589,-0.6558,0.05108,18.774,-0.02618,0.132,True,True,True,True
0.7,10,2.5,0.7622,-0.8533,0.04062,18.767,-0.13257,7.0275,True,True,True,True
0.65,6,-1.2,0.3228,-0.2454,0.0172,18.766,-0.13956,0.4716,True,True,True,True
0.65,10,0.9,0.5899,-0.8048,0.03144,18.766,-0.13395,0.9293,True,True,True,True
0.7,6,-1.0,0.3212,-0.2461,0.01714,18.737,-0.25986,8.9336,True,True,True,True
0.7,8,3.7,0.8502,-0.7393,0.04543,18.717,-0.10431,0.4004,True,True,True,True
0.65,8,3.3,0.8378,-0.7727,0.04476,18.716,-0.01802,0.0879,True,True,True,True
0.7,8,4.3,0.9264,-0.7505,0.04951,18.714,-0.13061,0.845,True,True,True,True
0.0,6,5.1,0.9452,-0.6553,0.05052,18.708,-0.02405,17.2,True,True,True,True
0.65,10,1.2,0.6282,-0.8327,0.03359,18.701,-0.0085,0.0427,True,True,True,True
0.0,4,5.8,0.9919,-0.506,0.05305,18.7,-0.14601,0.561,True,True,True,True
0.7,10,1.6,0.6613,-0.7693,0.03538,18.692,-0.04197,0.4851,True,True,True,True
0.75,10,-0.5,0.4272,-0.5694,0.02286,18.684,-0.11655,9.4805,True,True,True,True
0.0,6,-1.2,0.3213,-0.3122,0.0172,18.679,-0.01328,0.0495,True,True,True,True
0.65,6,-1.0,0.3268,-0.2896,0.0175,18.672,-0.1484,44.4148,True,True,True,True
0.75,10,-0.3,0.4381,-0.5914,0.02347,18.671,-0.0267,0.1119,True,True,True,True
0.65,6,-1.1,0.3262,-0.2673,0.01747,18.67,-0.2212,10.8581,True,True,True,True
0.0,4,6.2,0.9924,-0.5287,0.05316,18.668,-0.14491,0.4959,True,True,True,True
0.0,4,6.1,0.9919,-0.506,0.05315,18.664,-0.11315,52.9095,True,True,True,True
0.75,10,3.3,0.846,-0.7866,0.04535,18.656,-0.01772,0.0699,True,True,True,True
0.7,6,5.5,1.0084,-0.6441,0.05407,18.651,-0.13255,2.0304,True,True,True,True
0.75,6,-1.2,0.3102,-0.1792,0.01663,18.651,-0.06407,0.2425,True,True,True,True
0.65,10,2.2,0.7436,-0.8857,0.03989,18.644,-0.00489,0.0358,True,True,True,True
0.65,10,1.8,0.7153,-0.8323,0.03838,18.64,-0.06736,0.3887,True,True,True,True
0.7,6,-0.9,0.322,-0.2756,0.01728,18.636,-0.1479,36.5844,True,True,True,True
0.7,6,-0.8,0.322,-0.2756,0.01728,18.636,-0.00336,0.0142,True,True,True,True
0.7,10,3.8,0.9207,-0.9063,0.04945,18.62,-0.01491,0.0544,True,True,True,True
0.0,6,4.9,0.9448,-0.6553,0.05074,18.619,-0.26611,3.9094,True,True,True,True
0.7,2,6.8,1.0955,-0.3328,0.05885,18.617,-0.11684,0.4145,True,True,True,True
0.75,2,7.2,1.1,-0.3211,0.05909,18.614,-0.19796,0.616,True,True,True,True
0.0,8,4.0,0.8949,-0.7969,0.04808,18.611,-0.0042,0.054,True,True,True,True
0.0,8,3.4,0.838,-0.7695,0.04504,18.606,-0.04484,2.3789,True,True,True,True
0.7,6,-1.1,0.3162,-0.2237,0.017,18.598,-0.10957,5.5874,True,True,True,True
0.75,2,6.8,1.0915,-0.3189,0.05869,18.596,-0.11241,0.3994,True,True,True,True
0.0,8,3.6,0.8362,-0.7713,0.04498,18.589,-0.06458,0.8437,True,True,True,True
0.65,2,6.9,1.1005,-0.3435,0.05921,18.586,-0.00335,0.167,True,True,True,True
0.65,2,6.8,1.1005,-0.3435,0.05921,18.586,-0.10596,0.3701,True,True,True,True
0.7,2,7.2,1.0943,-0.3349,0.05889,18.583,-0.21175,0.7766,True,True,True,True
0.75,2,7.1,1.0906,-0.3193,0.05869,18.582,-0.00899,0.1917,True,True,True,True
0.7,6,5.3,0.9977,-0.619,0.05371,18.578,-0.00204,0.0108,True,True,True,True
0.7,6,5.4,0.9977,-0.619,0.05372,18.574,-0.12529,2.3498,True,True,True,True
0.65,2,7.0,1.1045,-0.3441,0.05947,18.572,-0.00335,0.167,True,True,True,True
0.65,2,7.2,1.1045,-0.3441,0.05947,18.572,-0.24932,0.9208,True,True,True,True
0.65,6,-0.8,0.3268,-0.297,0.01761,18.564,-0.02007,0.0853,True,True,True,True
0.0,10,1.2,0.6282,-0.8188,0.03387,18.547,-0.009,0.0406,True,True,True,True
0.0,8,4.1,0.9107,-0.7975,0.04911,18.543,-0.0119,0.1442,True,True,True,True
0.7,6,5.6,1.0108,-0.6455,0.05452,18.541,-0.02629,2.0083,True,True,True,True
0.0,6,5.2,0.945,-0.6601,0.05097,18.54,-0.02806,0.1643,True,True,True,True
0.75,6,-0.8,0.3149,-0.2247,0.01699,18.537,-0.05083,0.2143,True,True,True,True
0.75,4,6.3,1.0732,-0.4728,0.05791,18.533,-0.05024,0.2031,True,True,True,True
0.75,4,6.7,1.0723,-0.4882,0.05787,18.53,-0.07201,0.3306,True,True,True,True
0.0,8,3.1,0.7765,-0.7639,0.04191,18.529,-0.16145,2.9532,True,True,True,True
0.65,4,-0.8,0.2913,-0.0731,0.01572,18.524,-0.12451,0.502,True,True,True,True
0.65,8,4.4,0.9446,-0.8145,0.05102,18.515,-0.05281,1.2251,True,True,True,True
0.75,6,-0.9,0.3141,-0.21,0.01697,18.513,-0.22435,7.7127,True,True,True,True
0.75,10,3.0,0.797,-0.7817,0.04306,18.506,-0.05523,3.2823,True,True,True,True
0.65,10,-0.2,0.5098,-0.7621,0.02755,18.505,-0.12449,0.6378,True,True,True,True
0.75,10,3.4,0.8473,-0.7878,0.0458,18.501,-0.04927,2.0277,True,True,True,True
0.7,4,6.7,1.0765,-0.5214,0.0582,18.497,-0.07789,0.3599,True,True,True,True
0.65,8,4.2,0.9138,-0.8024,0.04941,18.496,-0.00936,0.0689,True,True,True,True
0.65,10,0.1,0.5096,-0.7689,0.02755,18.495,-0.03796,3.7039,True,True,True,True
0.0,10,0.6,0.5589,-0.7793,0.03022,18.494,-0.00456,1.2967,True,True,True,True
0.0,10,0.5,0.5593,-0.7803,0.03025,18.491,-0.06493,0.6813,True,True,True,True
0.7,4,-0.8,0.2879,-0.0573,0.01557,18.489,-0.09914,0.4073,True,True,True,True
0.75,6,-1.0,0.3091,-0.1799,0.01672,18.484,-0.15078,6.0203,True,True,True,True
0.75,10,-0.4,0.4296,-0.5938,0.02324,18.483,-0.10998,2.0032,True,True,True,True
0.7,4,6.4,1.0715,-0.5049,0.05798,18.48,-0.01269,0.5063,True,True,True,True
0.7,6,5.7,1.011,-0.6493,0.05471,18.48,-0.04442,0.1967,True,True,True,True
0.7,4,6.5,1.0765,-0.5075,0.05826,18.477,-0.01269,0.5063,True,True,True,True
0.7,4,6.3,1.0715,-0.5049,0.058,18.474,-0.03029,0.1299,True,True,True,True
0.65,10,0.5,0.5618,-0.7947,0.03042,18.467,-0.06238,0.7378,True,True,True,True
0.65,10,2.8,0.8221,-0.9273,0.04452,18.465,-0.03967,0.1938,True,True,True,True
